分析項目,都市,データ数,1月価格_円,12月価格_円,1月から12月の変化額_円,1か月あたりの変化額_円,年間換算の変化額_円,決定係数,クラスター,クラスター名,主成分1,主成分2
2133カレーライス（外食）,奈良市,12.0,842.0,920.0,78.0,8.66,95.27,0.89,0,上昇型_低価格帯_直線性高,1.3613674274036072,0.8005562628712407
2133カレーライス（外食）,姫路市,12.0,909.0,909.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.5407023497948571,1.1638247633828602
2133カレーライス（外食）,宇部市,12.0,665.0,682.0,17.0,2.09,23.0,0.67,0,上昇型_低価格帯_直線性高,0.46431611744430157,-0.08365506702001156
2133カレーライス（外食）,宇都宮市,12.0,806.0,843.0,37.0,4.52,49.77,0.83,0,上昇型_低価格帯_直線性高,0.84464292352938,0.5746034033647184
2133カレーライス（外食）,宮崎市,12.0,832.0,899.0,67.0,7.17,78.92,0.82,0,上昇型_低価格帯_直線性高,1.0778515958282227,0.6073348687106201
2133カレーライス（外食）,富士市,12.0,827.0,860.0,33.0,3.12,34.27,0.57,0,上昇型_低価格帯_直線性高,0.16149793034161913,-0.02146928409021931
2133カレーライス（外食）,富山市,12.0,860.0,911.0,51.0,5.64,62.0,0.83,0,上昇型_低価格帯_直線性高,0.892525410736611,0.678701893913197
2133カレーライス（外食）,小山市,12.0,762.0,779.0,17.0,1.19,13.08,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.24913281100277135,-0.5124651242700841
2133カレーライス（外食）,山口市,12.0,841.0,841.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.6337348598761636,1.0373237544616696
2133カレーライス（外食）,山形市,12.0,827.0,895.0,68.0,6.23,68.58,0.88,0,上昇型_低価格帯_直線性高,1.0983950114220364,0.7404968650676346
2133カレーライス（外食）,岐阜市,12.0,828.0,890.0,62.0,6.09,67.0,0.87,0,上昇型_低価格帯_直線性高,1.0624908533699216,0.7176486051957824
2133カレーライス（外食）,岡山市,12.0,783.0,817.0,34.0,4.16,45.77,0.73,0,上昇型_低価格帯_直線性高,0.6438134863126794,0.28811228706278386
2133カレーライス（外食）,川口市,12.0,710.0,743.0,33.0,3.56,39.19,0.77,0,上昇型_低価格帯_直線性高,0.7557208926372615,0.24737213714538325
2133カレーライス（外食）,川崎市,12.0,750.0,763.0,13.0,1.64,18.0,0.76,0,上昇型_低価格帯_直線性高,0.47294644623260085,0.29128805467892244
2133カレーライス（外食）,広島市,12.0,873.0,923.0,50.0,5.01,55.12,0.73,0,上昇型_低価格帯_直線性高,0.6130903108546204,0.4583039643668205
2133カレーライス（外食）,府中市,12.0,890.0,940.0,50.0,4.35,47.81,0.69,0,上昇型_低価格帯_直線性高,0.4408165119676945,0.39076977995211876
2133カレーライス（外食）,徳島市,12.0,905.0,958.0,53.0,5.63,61.96,0.69,0,上昇型_低価格帯_直線性高,0.5594503435587049,0.42283647940830166
2133カレーライス（外食）,所沢市,12.0,877.0,890.0,13.0,1.23,13.5,0.57,0,上昇型_低価格帯_直線性高,-0.11238042836800065,0.06540061434456158
2133カレーライス（外食）,新潟市,12.0,825.0,832.0,7.0,0.49,5.38,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.4114254736009143,-0.39754178949339514
2133カレーライス（外食）,日立市,12.0,643.0,693.0,50.0,5.76,63.38,0.75,0,上昇型_低価格帯_直線性高,1.0479273975913221,0.08137830072547095
2133カレーライス（外食）,旭川市,12.0,763.0,797.0,34.0,3.21,35.31,0.57,0,上昇型_低価格帯_直線性高,0.2588423256059502,-0.14023641198768835
2133カレーライス（外食）,札幌市,12.0,732.0,884.0,152.0,13.36,146.92,0.86,0,上昇型_低価格帯_直線性高,1.9648759302593342,0.5384448319132694
2133カレーライス（外食）,東京都区部,12.0,875.0,879.0,4.0,0.6,6.62,0.19,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9121382140888483,-0.8619955521898222
2133カレーライス（外食）,東大阪市,12.0,754.0,787.0,33.0,3.69,40.62,0.67,0,上昇型_低価格帯_直線性高,0.5164976152681854,0.08711501136953527
2133カレーライス（外食）,松山市,12.0,650.0,683.0,33.0,2.16,23.81,0.54,0,上昇型_低価格帯_直線性高,0.241341668214831,-0.42662554678495374
2133カレーライス（外食）,松本市,12.0,770.0,837.0,67.0,6.33,69.58,0.76,0,上昇型_低価格帯_直線性高,0.9554591575968412,0.3437443005583177
2133カレーライス（外食）,松江市,12.0,835.0,835.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.6419436107656906,1.0261619007333291
2133カレーライス（外食）,松阪市,12.0,731.0,815.0,84.0,3.23,35.54,0.41,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.00425739773548798,-0.5877547535094724
2133カレーライス（外食）,枚方市,12.0,709.0,709.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8143273794457586,0.7917629724381818
2133カレーライス（外食）,柏市,12.0,730.0,740.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,0.057206503147052515,-0.20900776988200062
2133カレーライス（外食）,横浜市,12.0,800.0,789.0,-11.0,-1.45,-16.0,0.59,0,上昇型_低価格帯_直線性高,-0.2597603027789727,-0.03805081314144404
2133カレーライス（外食）,水戸市,12.0,653.0,653.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.890942387748011,0.687585670973672
2133カレーライス（外食）,津市,12.0,773.0,784.0,11.0,1.04,11.42,0.57,0,上昇型_低価格帯_直線性高,0.009248661523267138,-0.128689323490197
2133カレーライス（外食）,浜松市,12.0,658.0,675.0,17.0,2.14,23.54,0.76,0,上昇型_低価格帯_直線性高,0.6531716586278077,0.12176543753785947
2133カレーライス（外食）,浦安市,12.0,917.0,950.0,33.0,4.04,44.42,0.73,0,上昇型_低価格帯_直線性高,0.4474388687451853,0.537003493389281
2133カレーライス（外食）,熊本市,12.0,757.0,773.0,16.0,0.62,6.77,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6712616296356313,-0.984433604769849
2133カレーライス（外食）,熊谷市,12.0,773.0,783.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,-0.001622878227891301,-0.1290144848288948
2133カレーライス（外食）,甲府市,12.0,750.0,767.0,17.0,1.56,17.15,0.38,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.26975412115338454,-0.6305991065831766
2133カレーライス（外食）,盛岡市,12.0,733.0,700.0,-33.0,-3.3,-36.27,0.2,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.1225386160796487,-1.1145873730173599
2133カレーライス（外食）,相模原市,12.0,708.0,783.0,75.0,11.89,130.81,0.52,0,上昇型_低価格帯_直線性高,1.1811594728993084,-0.3355961150604967
2133カレーライス（外食）,神戸市,12.0,733.0,813.0,80.0,5.03,55.31,0.63,0,上昇型_低価格帯_直線性高,0.6136433670380994,-0.044607686550699126
2133カレーライス（外食）,福井市,12.0,892.0,1016.0,124.0,10.81,118.92,0.92,0,上昇型_低価格帯_直線性高,1.584646906397503,0.9733227082466086
2133カレーライス（外食）,福山市,12.0,677.0,743.0,66.0,7.25,79.73,0.81,0,上昇型_低価格帯_直線性高,1.27929234835636,0.2949937668470545
2133カレーライス（外食）,福岡市,12.0,779.0,815.0,36.0,3.4,37.38,0.57,0,上昇型_低価格帯_直線性高,0.25760824876107913,-0.10985366216858825
2133カレーライス（外食）,福島市,12.0,770.0,803.0,33.0,4.15,45.69,0.76,0,上昇型_低価格帯_直線性高,0.7184595910215874,0.33665578337470536
2133カレーライス（外食）,秋田市,12.0,770.0,807.0,37.0,2.59,28.46,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.10787625567258935,-0.4930303938905276
2133カレーライス（外食）,立川市,12.0,782.0,782.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7144542436231796,0.9275655261329894
2133カレーライス（外食）,藤沢市,12.0,767.0,837.0,70.0,6.35,69.85,0.71,0,上昇型_低価格帯_直線性高,0.8651584547306445,0.21696169119989472
2133カレーライス（外食）,西宮市,12.0,690.0,701.0,11.0,0.21,2.31,0.01,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0491198572315732,-1.6439810111777429
2133カレーライス（外食）,豊橋市,12.0,893.0,987.0,94.0,6.63,72.96,0.75,0,上昇型_低価格帯_直線性高,0.8004785063627737,0.5492844430529898
2133カレーライス（外食）,那覇市,12.0,663.0,677.0,14.0,1.32,14.54,0.57,0,上昇型_低価格帯_直線性高,0.19018273913450653,-0.33241285676141613
2133カレーライス（外食）,郡山市,12.0,833.0,833.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.6446798610621997,1.0224412828238825
2133カレーライス（外食）,金沢市,12.0,713.0,793.0,80.0,2.78,30.62,0.19,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.4535023734963643,-1.1562770856713993
2133カレーライス（外食）,長岡市,12.0,767.0,833.0,66.0,6.23,68.54,0.57,0,上昇型_低価格帯_直線性高,0.581690325497917,-0.12297530374012083
2133カレーライス（外食）,長崎市,12.0,760.0,807.0,47.0,5.26,57.85,0.67,0,上昇型_低価格帯_直線性高,0.6789720384718456,0.10338189811543129
2133カレーライス（外食）,長野市,12.0,938.0,1022.0,84.0,9.65,106.15,0.31,1,横ばい・緩やか変動型_低価格帯_変動あり,0.21733477607781657,-0.424328871461315
2133カレーライス（外食）,青森市,12.0,717.0,750.0,33.0,4.04,44.42,0.73,0,上昇型_低価格帯_直線性高,0.7210638983960868,0.16494170244460268
2133カレーライス（外食）,静岡市,12.0,927.0,1033.0,106.0,12.52,137.77,0.81,0,上昇型_低価格帯_直線性高,1.5101912061787826,0.7772070080772772
2133カレーライス（外食）,高松市,12.0,710.0,937.0,227.0,20.48,225.27,0.57,0,上昇型_低価格帯_直線性高,2.2088678734885008,-0.18267742339491574
2133カレーライス（外食）,高知市,12.0,770.0,777.0,7.0,0.66,7.27,0.57,0,上昇型_低価格帯_直線性高,-0.027958814086371363,-0.13550586344141888
2133カレーライス（外食）,鳥取市,12.0,700.0,783.0,83.0,6.91,76.04,0.77,0,上昇型_低価格帯_直線性高,1.133598725783614,0.23966195244452615
2133カレーライス（外食）,鹿児島市,12.0,1088.0,1106.0,18.0,0.69,7.62,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.1165009758820625,-0.368443727819318
2134ぎょうざ（外食）,さいたま市,12.0,325.0,325.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.3396874363754894,0.07740433382439948
2134ぎょうざ（外食）,京都市,12.0,358.0,358.0,0.0,-0.31,-3.46,0.05,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.574170805708147,-2.166281051297544
2134ぎょうざ（外食）,仙台市,12.0,340.0,323.0,-17.0,-1.19,-13.08,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.06947335548306019,-1.305254343024363
2134ぎょうざ（外食）,佐賀市,12.0,343.0,357.0,14.0,1.54,16.96,0.84,0,上昇型_低価格帯_直線性高,1.173428859838934,-0.27215610761300824
2134ぎょうざ（外食）,前橋市,12.0,370.0,381.0,11.0,1.38,15.23,0.76,0,上昇型_低価格帯_直線性高,0.9645679992163018,-0.41647476759658053
2134ぎょうざ（外食）,千葉市,12.0,340.0,346.0,6.0,0.23,2.54,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.14315244784301945,-1.7614505681104247
2134ぎょうざ（外食）,名古屋市,12.0,354.0,343.0,-11.0,-2.42,-26.58,0.25,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.41177024881980406,-1.6955163323149924
2134ぎょうざ（外食）,和歌山市,12.0,360.0,380.0,20.0,1.4,15.38,0.66,0,上昇型_低価格帯_直線性高,0.7872647861266948,-0.6775462544000593
2134ぎょうざ（外食）,大分市,12.0,433.0,433.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.1919299203640026,0.2783177009345257
2134ぎょうざ（外食）,大津市,12.0,363.0,394.0,31.0,3.06,33.65,0.85,0,上昇型_低価格帯_直線性高,1.3306296383436904,-0.20575413321793518
2134ぎょうざ（外食）,大阪市,12.0,330.0,338.0,8.0,0.58,6.42,0.46,1,横ばい・緩やか変動型_低価格帯_変動あり,0.3528443695700633,-1.2210887050670522
2134ぎょうざ（外食）,奈良市,12.0,379.0,394.0,15.0,1.05,11.54,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.2596389651270833,-1.22541867980332
2134ぎょうざ（外食）,宇都宮市,12.0,297.0,303.0,6.0,0.23,2.54,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.08432306646807558,-1.8414438531635304
2134ぎょうざ（外食）,宮崎市,12.0,380.0,380.0,0.0,-0.07,-0.81,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5009143545580125,-2.0275604952711612
2134ぎょうざ（外食）,富山市,12.0,432.0,432.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.193298045512257,0.27645739197980246
2134ぎょうざ（外食）,山口市,12.0,359.0,359.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.293171181334836,0.1406548382849948
2134ぎょうざ（外食）,山形市,12.0,509.0,509.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.08795240909666,0.41970118149350355
2134ぎょうざ（外食）,岐阜市,12.0,413.0,376.0,-37.0,-4.87,-53.62,0.6,0,上昇型_低価格帯_直線性高,-0.08278665264185837,-0.7448575534504633
2134ぎょうざ（外食）,岡山市,12.0,353.0,377.0,24.0,1.68,18.46,0.7,0,上昇型_低価格帯_直線性高,0.9045454824766733,-0.5926445935251756
2134ぎょうざ（外食）,広島市,12.0,465.0,387.0,-78.0,-7.19,-79.08,0.52,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5606759005958754,-0.8496919744818237
2134ぎょうざ（外食）,徳島市,12.0,400.0,407.0,7.0,2.7,29.73,0.27,1,横ばい・緩やか変動型_低価格帯_変動あり,0.12055058412427706,-1.5447871739515913
2134ぎょうざ（外食）,新潟市,12.0,483.0,500.0,17.0,1.19,13.08,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.13257410536023623,-1.0314913226379103
2134ぎょうざ（外食）,札幌市,12.0,435.0,443.0,8.0,0.56,6.15,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.12975341204415453,-1.1228346688984292
2134ぎょうざ（外食）,東京都区部,12.0,383.0,384.0,1.0,0.06,0.69,0.34,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.007988797020310264,-1.415223284856722
2134ぎょうざ（外食）,松山市,12.0,463.0,477.0,14.0,1.79,19.65,0.61,0,上昇型_低価格帯_直線性高,0.5921675146248064,-0.6059330176046209
2134ぎょうざ（外食）,松江市,12.0,313.0,347.0,34.0,2.38,26.15,0.7,0,上昇型_低価格帯_直線性高,1.0353712666649626,-0.6647808223432267
2134ぎょうざ（外食）,横浜市,12.0,472.0,485.0,13.0,1.17,12.88,0.77,0,上昇型_低価格帯_直線性高,0.8215048778691478,-0.20315275007366163
2134ぎょうざ（外食）,水戸市,12.0,370.0,360.0,-10.0,-0.94,-10.38,0.22,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3307090946314468,-1.7336990300838857
2134ぎょうざ（外食）,津市,12.0,424.0,409.0,-15.0,-0.1,-1.15,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7382162182767037,-2.1640845362365266
2134ぎょうざ（外食）,熊本市,12.0,483.0,500.0,17.0,0.97,10.65,0.06,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5867148631728941,-1.9053270238693893
2134ぎょうざ（外食）,甲府市,12.0,467.0,467.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.1454136653233493,0.3415682053951211
2134ぎょうざ（外食）,盛岡市,12.0,410.0,410.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.2233967987738563,0.23553059497588769
2134ぎょうざ（外食）,神戸市,12.0,357.0,387.0,30.0,3.31,36.46,0.91,0,上昇型_低価格帯_直線性高,1.4819125021245438,-0.07058302588514019
2134ぎょうざ（外食）,福井市,12.0,326.0,329.0,3.0,0.12,1.27,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.1359573894937306,-1.7878525709491198
2134ぎょうざ（外食）,福岡市,12.0,381.0,382.0,1.0,1.15,12.62,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.0992274132107967,-1.6821864166507459
2134ぎょうざ（外食）,福島市,12.0,330.0,360.0,30.0,3.72,40.88,0.8,0,上昇型_低価格帯_直線性高,1.3509505443325431,-0.3862649786503937
2134ぎょうざ（外食）,秋田市,12.0,420.0,427.0,7.0,0.78,8.62,0.67,0,上昇型_低価格帯_直線性高,0.6570896080264804,-0.5436903744641838
2134ぎょうざ（外食）,那覇市,12.0,403.0,427.0,24.0,2.52,27.69,0.76,0,上昇型_低価格帯_直線性高,1.043355422487109,-0.35137773282955365
2134ぎょうざ（外食）,金沢市,12.0,443.0,447.0,4.0,-0.74,-8.15,0.17,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5054185372129008,-1.7185128684736746
2134ぎょうざ（外食）,長崎市,12.0,583.0,583.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9867111481258266,0.5573640441430344
2134ぎょうざ（外食）,長野市,12.0,457.0,483.0,26.0,1.82,20.0,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.23663605964715162,-1.0778108390269223
2134ぎょうざ（外食）,青森市,12.0,440.0,427.0,-13.0,-1.64,-18.0,0.76,0,上昇型_低価格帯_直線性高,0.5404787383535016,-0.2960730131946172
2134ぎょうざ（外食）,静岡市,12.0,444.0,471.0,27.0,2.9,31.85,0.51,0,上昇型_低価格帯_直線性高,0.5456772111571168,-0.8802030264088038
2134ぎょうざ（外食）,高松市,12.0,412.0,423.0,11.0,1.04,11.42,0.57,0,上昇型_低価格帯_直線性高,0.5031418400431443,-0.8002608561453411
2134ぎょうざ（外食）,高知市,12.0,371.0,431.0,60.0,5.66,62.31,0.57,0,上昇型_低価格帯_直線性高,1.0615001076250987,-0.8615110694411612
2134ぎょうざ（外食）,鳥取市,12.0,323.0,413.0,90.0,4.12,45.35,0.54,0,上昇型_低価格帯_直線性高,0.9018007708167604,-1.0285734127410255
2134ぎょうざ（外食）,鹿児島市,12.0,300.0,300.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.3738905650818523,0.030896609956314824
